Date,City,Country,Parent_Category,Sub_Category,Sales,Profit,Lat,Lon
2025-06-21,New York,United States,Apparel,ME-U Hoodie,3413.6455730974803,1467.3510869759482,40.7128,-74.006
2025-12-22,Halifax,Canada,Apparel,ME-U Hoodie,14629.225813536395,7023.112780729633,44.6488,-63.5752
2025-12-05,Toronto,Canada,Tech Support,Cloud Migration,19018.542787414233,5598.833937013311,43.6532,-79.3832
2025-09-03,Miami,United States,Data Analytics,BI Dashboard Pro,17969.212564242815,8929.170530704821,25.7617,-80.1918
2025-06-25,Vancouver,Canada,Apparel,Streetwear Cap,14235.203655288384,7070.4302392351665,49.2827,-123.1207
2025-04-11,Vancouver,Canada,Data Analytics,Quantivo AI License,8626.301940601646,2022.114376864793,49.2827,-123.1207
2025-08-11,Miami,United States,Tech Support,24/7 Support,15823.662522807963,4023.278669234736,25.7617,-80.1918
2025-12-22,Miami,United States,Apparel,ME-U Hoodie,6348.2675977506005,2273.429261365962,25.7617,-80.1918
2025-09-21,Toronto,Canada,Tech Support,Cloud Migration,1061.9951680406778,344.0749633395906,43.6532,-79.3832
2025-05-05,Toronto,Canada,Data Analytics,BI Dashboard Pro,24997.02024202025,9295.191717764674,43.6532,-79.3832
2025-11-21,Dartmouth,Canada,Apparel,Streetwear Cap,19292.844797452904,8350.551220275795,44.6662,-63.5682
2025-08-12,Halifax,Canada,Data Analytics,Server Rack,6518.168670536265,1333.779884805561,44.6488,-63.5752
2025-10-26,Miami,United States,Apparel,Streetwear Cap,18076.09309027006,3806.582368200538,25.7617,-80.1918
2025-08-09,New York,United States,Data Analytics,Quantivo AI License,11453.86135809489,4660.676840983978,40.7128,-74.006
2025-03-31,Dartmouth,Canada,Apparel,ME-U Hoodie,18446.59650096433,8459.906750947377,44.6662,-63.5682
2025-08-11,Toronto,Canada,Apparel,ME-U Hoodie,20060.3422919338,8763.017552119787,43.6532,-79.3832
2026-01-10,Vancouver,Canada,Apparel,Streetwear Cap,14538.531399282789,4061.641693021342,49.2827,-123.1207
2025-09-18,Dartmouth,Canada,Tech Support,Cloud Migration,1292.0155047803742,544.9452241879177,44.6662,-63.5682
2025-10-02,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,21033.61089724384,9289.763165085713,44.6662,-63.5682
2025-02-06,New York,United States,Tech Support,Cloud Migration,16820.020172628054,4492.340579271032,40.7128,-74.006
2025-07-29,Halifax,Canada,Tech Support,24/7 Support,11003.0488162187,4067.163210199731,44.6488,-63.5752
2025-03-31,Toronto,Canada,Data Analytics,BI Dashboard Pro,9877.00555076069,4722.571558798885,43.6532,-79.3832
2025-04-06,Miami,United States,Apparel,ME-U Hoodie,15983.822259434566,6843.071832142788,25.7617,-80.1918
2025-12-23,Dartmouth,Canada,Apparel,ME-U Hoodie,21726.716076946937,6435.698352833613,44.6662,-63.5682
2025-03-29,Miami,United States,Data Analytics,Quantivo AI License,7893.242021064455,2696.3279760414375,25.7617,-80.1918
2025-01-03,New York,United States,Tech Support,Cloud Migration,6545.612202686778,1685.8942957208806,40.7128,-74.006
2025-05-04,Vancouver,Canada,Tech Support,24/7 Support,23763.950426987514,8762.21123559916,49.2827,-123.1207
2025-02-25,Toronto,Canada,Data Analytics,BI Dashboard Pro,15132.630166528152,3667.298157294435,43.6532,-79.3832
2025-05-13,Toronto,Canada,Apparel,Streetwear Cap,5182.385307968113,2391.364027061152,43.6532,-79.3832
2025-06-04,Vancouver,Canada,Apparel,ME-U Hoodie,24962.387288970236,5668.356776078445,49.2827,-123.1207
2025-07-28,Toronto,Canada,Apparel,ME-U Hoodie,5261.754397753704,2247.6064268673313,43.6532,-79.3832
2025-07-26,Vancouver,Canada,Tech Support,24/7 Support,13975.80577553112,3897.033516297118,49.2827,-123.1207
2025-08-04,Toronto,Canada,Data Analytics,Quantivo AI License,9646.45392719852,4023.8922505765327,43.6532,-79.3832
2025-12-06,Toronto,Canada,Apparel,Streetwear Cap,10662.907901055205,4103.242695040815,43.6532,-79.3832
2025-07-30,Halifax,Canada,Tech Support,Cloud Migration,19792.113813869495,4168.179521075017,44.6488,-63.5752
2025-10-21,New York,United States,Data Analytics,BI Dashboard Pro,10773.478633817856,5263.787409872415,40.7128,-74.006
2026-01-21,Toronto,Canada,Tech Support,Cloud Migration,5480.27585437969,2111.419678458679,43.6532,-79.3832
2026-01-07,Vancouver,Canada,Tech Support,24/7 Support,17489.039953331798,4397.6007745947845,49.2827,-123.1207
2025-12-23,Miami,United States,Apparel,ME-U Hoodie,9751.848736478258,2854.6144566419866,25.7617,-80.1918
2025-04-25,Miami,United States,Tech Support,24/7 Support,4032.90416339842,1412.4547012166015,25.7617,-80.1918
2025-02-05,New York,United States,Apparel,ME-U Hoodie,11735.357701826135,5327.341093501242,40.7128,-74.006
2025-02-26,Miami,United States,Data Analytics,Server Rack,1591.3773711547306,791.6781839888874,25.7617,-80.1918
2025-12-08,Vancouver,Canada,Tech Support,Cloud Migration,8703.673979423249,1809.019433617841,49.2827,-123.1207
2025-02-15,Dartmouth,Canada,Apparel,Streetwear Cap,9547.698402558219,2060.1087670911947,44.6662,-63.5682
2025-04-17,New York,United States,Data Analytics,BI Dashboard Pro,11788.822605687394,4243.991734694407,40.7128,-74.006
2025-03-06,Toronto,Canada,Tech Support,Cloud Migration,23425.490080846528,8297.511177754492,43.6532,-79.3832
2025-03-22,New York,United States,Data Analytics,BI Dashboard Pro,16901.224571652543,6278.711086826123,40.7128,-74.006
2025-11-28,Halifax,Canada,Data Analytics,Quantivo AI License,18165.333981602464,5185.249209892475,44.6488,-63.5752
2025-07-29,New York,United States,Apparel,Streetwear Cap,21424.80450202907,8986.507061539369,40.7128,-74.006
2025-01-21,Dartmouth,Canada,Tech Support,24/7 Support,17091.957204122322,6986.512344975296,44.6662,-63.5682
2025-02-09,Vancouver,Canada,Tech Support,24/7 Support,20951.368285059125,7548.204096819765,49.2827,-123.1207
2025-07-19,New York,United States,Tech Support,24/7 Support,4529.366285687841,1941.4842829173067,40.7128,-74.006
2025-08-28,Halifax,Canada,Apparel,Streetwear Cap,18096.440422845983,5315.882295939057,44.6488,-63.5752
2025-01-02,Miami,United States,Data Analytics,Quantivo AI License,15278.282619885995,4206.227180021479,25.7617,-80.1918
2025-09-21,New York,United States,Tech Support,24/7 Support,23792.256695542306,6604.4721582472675,40.7128,-74.006
2026-01-29,Dartmouth,Canada,Tech Support,Cloud Migration,10126.566923176115,4709.566520183904,44.6662,-63.5682
2025-04-13,Halifax,Canada,Tech Support,24/7 Support,17733.498258422234,8846.678837571902,44.6488,-63.5752
2025-06-25,Toronto,Canada,Apparel,Streetwear Cap,18365.595254984066,3918.642272167305,43.6532,-79.3832
2026-01-27,New York,United States,Apparel,Streetwear Cap,15793.54819028824,4776.058278374146,40.7128,-74.006
2025-07-15,Toronto,Canada,Data Analytics,Quantivo AI License,8789.14408954706,2992.0396453125413,43.6532,-79.3832
2025-09-12,Toronto,Canada,Tech Support,24/7 Support,5592.993481196254,1503.4335880545648,43.6532,-79.3832
2025-09-22,Dartmouth,Canada,Apparel,ME-U Hoodie,21908.659302059335,7522.2767375735975,44.6662,-63.5682
2025-04-17,Vancouver,Canada,Tech Support,Cloud Migration,20289.547486719985,9141.294070741558,49.2827,-123.1207
2025-01-26,Miami,United States,Tech Support,24/7 Support,5256.932431002359,1603.556784428042,25.7617,-80.1918
2025-08-04,Toronto,Canada,Tech Support,24/7 Support,3703.9262180678634,907.5763036389667,43.6532,-79.3832
2025-07-13,Halifax,Canada,Apparel,ME-U Hoodie,3558.290865424648,1185.2533465856513,44.6488,-63.5752
2025-09-04,Toronto,Canada,Tech Support,24/7 Support,12019.87334729283,5087.289031407951,43.6532,-79.3832
2025-04-08,Halifax,Canada,Tech Support,24/7 Support,8184.929791326518,2829.8993680944864,44.6488,-63.5752
2025-11-02,Vancouver,Canada,Data Analytics,BI Dashboard Pro,10091.063280651646,3320.31414029289,49.2827,-123.1207
2025-01-17,Halifax,Canada,Apparel,ME-U Hoodie,11031.03210200714,4992.70586881408,44.6488,-63.5752
2025-03-10,Halifax,Canada,Apparel,Streetwear Cap,21423.89640011617,6774.96292837463,44.6488,-63.5752
2025-02-02,Toronto,Canada,Data Analytics,BI Dashboard Pro,20857.625072069826,6706.315483866588,43.6532,-79.3832
2025-11-13,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,22508.699851171168,9378.26797333205,44.6662,-63.5682
2025-12-23,Miami,United States,Apparel,Streetwear Cap,17019.44611042183,5338.015436021869,25.7617,-80.1918
2025-01-01,Miami,United States,Tech Support,Cloud Migration,1362.5312885960668,528.7400794139043,25.7617,-80.1918
2025-05-23,Dartmouth,Canada,Data Analytics,Server Rack,16781.90627905547,3593.651493930437,44.6662,-63.5682
2025-01-20,Vancouver,Canada,Tech Support,24/7 Support,16855.820708031042,3718.3111421441954,49.2827,-123.1207
2025-10-05,New York,United States,Apparel,ME-U Hoodie,22332.494176731412,6721.149011560054,40.7128,-74.006
2025-10-21,Miami,United States,Data Analytics,Quantivo AI License,14003.237438222372,3860.106446086646,25.7617,-80.1918
2025-11-15,Dartmouth,Canada,Apparel,ME-U Hoodie,19100.055664669155,6867.842185348021,44.6662,-63.5682
2025-01-30,Halifax,Canada,Apparel,Streetwear Cap,11961.433245725457,5406.696695536358,44.6488,-63.5752
2025-08-31,New York,United States,Data Analytics,BI Dashboard Pro,9634.893122548512,3458.822850113672,40.7128,-74.006
2025-09-06,Halifax,Canada,Data Analytics,Quantivo AI License,4629.18106487405,1553.7906230382175,44.6488,-63.5752
2025-08-09,Vancouver,Canada,Data Analytics,Server Rack,13183.261767607468,4837.907640489637,49.2827,-123.1207
2025-03-19,Miami,United States,Apparel,ME-U Hoodie,18111.277950762742,6577.666258464145,25.7617,-80.1918
2025-04-14,Toronto,Canada,Tech Support,Cloud Migration,10185.306634364933,2177.623951800414,43.6532,-79.3832
2025-04-23,Dartmouth,Canada,Tech Support,24/7 Support,21309.592361826002,9942.588295765925,44.6662,-63.5682
2025-10-09,Toronto,Canada,Tech Support,24/7 Support,3016.385956229234,1390.248683258903,43.6532,-79.3832
2025-10-07,Miami,United States,Apparel,ME-U Hoodie,21516.81997144911,8214.871321027797,25.7617,-80.1918
2025-05-21,Dartmouth,Canada,Tech Support,Cloud Migration,5275.755209189267,2181.014029864128,44.6662,-63.5682
2025-09-07,Miami,United States,Data Analytics,Quantivo AI License,24076.266180209528,8837.733577713205,25.7617,-80.1918
2025-04-04,Toronto,Canada,Apparel,Streetwear Cap,19129.682149819524,6180.150828502084,43.6532,-79.3832
2025-09-01,Dartmouth,Canada,Tech Support,Cloud Migration,6407.861775833244,3002.4580734992937,44.6662,-63.5682
2025-04-22,Miami,United States,Data Analytics,BI Dashboard Pro,9410.764446940932,4191.658232198844,25.7617,-80.1918
2025-11-18,Miami,United States,Data Analytics,BI Dashboard Pro,10725.947866480845,5169.302931488662,25.7617,-80.1918
2025-01-09,New York,United States,Tech Support,24/7 Support,13920.033733308317,3778.7409033167746,40.7128,-74.006
2025-11-30,Toronto,Canada,Data Analytics,Quantivo AI License,15425.087673389911,7707.196777849916,43.6532,-79.3832
2026-01-17,Miami,United States,Data Analytics,BI Dashboard Pro,17467.95514067099,6886.274642711016,25.7617,-80.1918
2025-06-21,Halifax,Canada,Tech Support,Cloud Migration,9641.659169793767,4243.8894723922995,44.6488,-63.5752
2025-06-14,New York,United States,Apparel,ME-U Hoodie,6418.554251800775,2208.491559628497,40.7128,-74.006
2025-11-03,New York,United States,Apparel,Streetwear Cap,19999.319352384762,6691.640237886648,40.7128,-74.006
2025-11-25,New York,United States,Data Analytics,Quantivo AI License,21403.678548118045,8192.05291282004,40.7128,-74.006
2025-03-21,New York,United States,Tech Support,Cloud Migration,8924.893346521996,2587.6172864102223,40.7128,-74.006
2025-05-22,Dartmouth,Canada,Tech Support,24/7 Support,23062.19929171531,10533.690385961316,44.6662,-63.5682
2025-12-26,Toronto,Canada,Tech Support,Cloud Migration,15245.050366731562,3065.8339162808393,43.6532,-79.3832
2025-07-13,Dartmouth,Canada,Tech Support,24/7 Support,20088.694353925457,7821.112516474961,44.6662,-63.5682
2026-01-24,Vancouver,Canada,Data Analytics,BI Dashboard Pro,1421.9552428576544,470.7166867713279,49.2827,-123.1207
2025-03-22,Toronto,Canada,Data Analytics,Quantivo AI License,17922.170467199743,7920.211171210258,43.6532,-79.3832
2025-03-24,Halifax,Canada,Tech Support,Cloud Migration,13821.784692603538,4919.028801404391,44.6488,-63.5752
2026-01-31,Toronto,Canada,Tech Support,Cloud Migration,7884.638085368621,3274.4694711340876,43.6532,-79.3832
2025-05-18,Toronto,Canada,Apparel,Streetwear Cap,7440.786952561651,2979.361784874773,43.6532,-79.3832
2025-07-25,Miami,United States,Tech Support,Cloud Migration,7961.058216635463,3716.706627070569,25.7617,-80.1918
2025-03-11,Dartmouth,Canada,Data Analytics,Server Rack,5303.525488521062,2043.8497972304435,44.6662,-63.5682
2025-09-28,Dartmouth,Canada,Apparel,Streetwear Cap,15589.940396172273,4890.529489256438,44.6662,-63.5682
2025-06-02,New York,United States,Apparel,ME-U Hoodie,16799.584576264322,7898.417278103278,40.7128,-74.006
2025-08-22,New York,United States,Apparel,ME-U Hoodie,8949.681399263462,2959.551818931951,40.7128,-74.006
2025-08-15,Miami,United States,Apparel,Streetwear Cap,9841.643779869373,4908.542721324311,25.7617,-80.1918
2025-10-27,Halifax,Canada,Apparel,ME-U Hoodie,12980.403756235992,3082.9735568624674,44.6488,-63.5752
2025-01-03,Halifax,Canada,Tech Support,Cloud Migration,12519.01124032541,5430.98409812092,44.6488,-63.5752
2025-12-08,Toronto,Canada,Apparel,ME-U Hoodie,23483.05880992951,6797.934354994497,43.6532,-79.3832
2025-09-08,Halifax,Canada,Data Analytics,Quantivo AI License,24894.11099107087,11484.690627879316,44.6488,-63.5752
2025-10-20,Vancouver,Canada,Apparel,Streetwear Cap,7897.285646290441,3669.7558229840683,49.2827,-123.1207
2025-08-18,Vancouver,Canada,Tech Support,24/7 Support,12735.20165426927,2913.960854317476,49.2827,-123.1207
2025-11-17,Vancouver,Canada,Data Analytics,Quantivo AI License,8728.540304402923,2612.261479956383,49.2827,-123.1207
2025-12-09,Vancouver,Canada,Data Analytics,Quantivo AI License,23758.820956937914,4945.182300049731,49.2827,-123.1207
2025-03-23,Vancouver,Canada,Apparel,ME-U Hoodie,14513.503902375372,3560.8196425293663,49.2827,-123.1207
2025-10-11,Miami,United States,Data Analytics,Quantivo AI License,21658.074884026213,8965.245393395575,25.7617,-80.1918
2025-01-10,Vancouver,Canada,Tech Support,24/7 Support,4046.005599332574,1776.5636473612008,49.2827,-123.1207
2025-11-30,Dartmouth,Canada,Apparel,ME-U Hoodie,6429.212544571133,1537.0477162621619,44.6662,-63.5682
2025-11-10,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,1305.7621856796313,424.51702705765643,44.6662,-63.5682
2025-08-29,Miami,United States,Apparel,Streetwear Cap,20169.034920868304,8664.176882289392,25.7617,-80.1918
2025-10-16,Toronto,Canada,Data Analytics,BI Dashboard Pro,6696.865041278381,3293.8103823008278,43.6532,-79.3832
2025-12-03,Miami,United States,Data Analytics,BI Dashboard Pro,3238.583487004925,1478.414428531698,25.7617,-80.1918
2025-01-29,Halifax,Canada,Apparel,Streetwear Cap,5480.0823590111995,2511.1303624956654,44.6488,-63.5752
2025-06-07,Halifax,Canada,Data Analytics,Quantivo AI License,16743.282530685115,7998.573902271372,44.6488,-63.5752
2025-03-16,Vancouver,Canada,Data Analytics,BI Dashboard Pro,9071.654506779356,3010.883412820034,49.2827,-123.1207
2025-01-04,Miami,United States,Data Analytics,BI Dashboard Pro,10833.482794603491,2499.0042657580516,25.7617,-80.1918
2025-10-05,Vancouver,Canada,Tech Support,24/7 Support,8887.66062662219,4142.970909699658,49.2827,-123.1207
2025-08-30,New York,United States,Data Analytics,Quantivo AI License,21951.964580764423,5973.607395576654,40.7128,-74.006
2025-02-25,Miami,United States,Apparel,ME-U Hoodie,13006.16230727962,5951.895634133209,25.7617,-80.1918
2025-03-18,Halifax,Canada,Tech Support,24/7 Support,13262.466611151012,3123.023147246024,44.6488,-63.5752
2025-08-03,Miami,United States,Data Analytics,Quantivo AI License,6869.874484239296,3116.9029151686027,25.7617,-80.1918
2025-07-10,Vancouver,Canada,Tech Support,Cloud Migration,8762.610115230516,2051.190996743423,49.2827,-123.1207
2025-02-10,Vancouver,Canada,Tech Support,24/7 Support,6850.304570531795,2631.041063427742,49.2827,-123.1207
2026-01-19,Toronto,Canada,Data Analytics,BI Dashboard Pro,6303.066042530147,2708.868531278201,43.6532,-79.3832
2025-07-20,Toronto,Canada,Data Analytics,BI Dashboard Pro,14929.85751168029,6120.040291845797,43.6532,-79.3832
2025-02-03,Miami,United States,Data Analytics,Quantivo AI License,2207.113201621321,612.6527441453824,25.7617,-80.1918
2026-01-24,Halifax,Canada,Apparel,Streetwear Cap,15938.016790154525,7571.871490028014,44.6488,-63.5752
2025-05-22,Halifax,Canada,Data Analytics,Quantivo AI License,7292.995144189927,2522.1520701486597,44.6488,-63.5752
2026-01-30,Dartmouth,Canada,Tech Support,Cloud Migration,17507.68744890975,6644.55968291696,44.6662,-63.5682
2025-03-30,Dartmouth,Canada,Tech Support,Cloud Migration,7784.70176696024,3316.7288489368325,44.6662,-63.5682
2025-01-18,Dartmouth,Canada,Apparel,Streetwear Cap,24761.541297909178,12113.380761822258,44.6662,-63.5682
2025-09-23,Toronto,Canada,Apparel,ME-U Hoodie,14413.629645314344,6694.120498929399,43.6532,-79.3832
2025-01-21,Toronto,Canada,Tech Support,24/7 Support,17177.816170944865,3674.8632168779086,43.6532,-79.3832
2026-01-17,Vancouver,Canada,Apparel,Streetwear Cap,20529.956678306226,7656.354959068904,49.2827,-123.1207
2025-07-15,Dartmouth,Canada,Tech Support,Cloud Migration,3903.541414000439,1739.0855272486642,44.6662,-63.5682
2025-12-03,Toronto,Canada,Tech Support,24/7 Support,3364.266537351945,792.8811285132986,43.6532,-79.3832
2025-09-15,Miami,United States,Tech Support,Cloud Migration,22795.40157202287,6189.956651175643,25.7617,-80.1918
2025-08-06,Miami,United States,Tech Support,24/7 Support,16761.99639918658,6190.5931425301815,25.7617,-80.1918
2025-08-14,New York,United States,Tech Support,24/7 Support,19917.358429977776,9597.416541817001,40.7128,-74.006
2025-10-31,Vancouver,Canada,Data Analytics,Quantivo AI License,9932.097634179026,4436.458408367175,49.2827,-123.1207
2025-06-04,Toronto,Canada,Apparel,ME-U Hoodie,3799.083653458333,1284.8929375485047,43.6532,-79.3832
2025-04-03,Miami,United States,Apparel,Streetwear Cap,15668.74582254689,4767.433595595246,25.7617,-80.1918
2025-01-19,New York,United States,Tech Support,Cloud Migration,15937.701431875908,6155.224330426449,40.7128,-74.006
2025-12-25,New York,United States,Data Analytics,Quantivo AI License,1524.862282017459,419.5020579977353,40.7128,-74.006
2025-08-29,New York,United States,Data Analytics,BI Dashboard Pro,2173.6905257989915,995.717798788631,40.7128,-74.006
2025-04-11,Vancouver,Canada,Apparel,Streetwear Cap,20325.70363472397,5439.765447286403,49.2827,-123.1207
2025-10-23,Toronto,Canada,Apparel,ME-U Hoodie,18558.73510077506,5805.377315337987,43.6532,-79.3832
2025-11-13,Toronto,Canada,Data Analytics,BI Dashboard Pro,21283.76251200784,7757.626736285815,43.6532,-79.3832
2025-02-25,New York,United States,Apparel,Streetwear Cap,10987.363226250145,2788.2566303258423,40.7128,-74.006
2025-04-25,Halifax,Canada,Tech Support,Cloud Migration,8772.60983736629,3580.4792775960955,44.6488,-63.5752
2025-09-06,Dartmouth,Canada,Apparel,ME-U Hoodie,17764.849368396477,3616.6562274166727,44.6662,-63.5682
2025-09-20,Halifax,Canada,Data Analytics,BI Dashboard Pro,8819.17571572907,3227.6871410962603,44.6488,-63.5752
2025-03-04,Miami,United States,Data Analytics,BI Dashboard Pro,7429.181642384903,2501.864083897413,25.7617,-80.1918
2026-02-02,Toronto,Canada,Data Analytics,BI Dashboard Pro,2972.025594873614,1140.826715257501,43.6532,-79.3832
2025-12-25,Dartmouth,Canada,Apparel,ME-U Hoodie,10989.863330378117,3763.207122326851,44.6662,-63.5682
2025-02-09,Halifax,Canada,Apparel,ME-U Hoodie,9666.63085871456,2386.610320038289,44.6488,-63.5752
2025-03-01,Halifax,Canada,Apparel,Streetwear Cap,13903.383735313362,6202.336314867394,44.6488,-63.5752
2025-05-27,Halifax,Canada,Tech Support,Cloud Migration,22032.626536427302,4534.08178759682,44.6488,-63.5752
2025-10-23,New York,United States,Data Analytics,Server Rack,20843.36370313014,7457.722768419657,40.7128,-74.006
2025-12-27,Vancouver,Canada,Tech Support,Cloud Migration,24344.608511192677,7467.64621674163,49.2827,-123.1207
2025-06-24,New York,United States,Apparel,Streetwear Cap,24545.982802851104,5857.91088386627,40.7128,-74.006
2025-06-02,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,12268.102296451809,5454.991625788897,44.6662,-63.5682
2025-10-31,Miami,United States,Data Analytics,Server Rack,6824.043436587677,2777.8252832438175,25.7617,-80.1918
2025-12-25,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,9956.158326701978,4179.557362026403,44.6662,-63.5682
2025-12-03,Vancouver,Canada,Apparel,ME-U Hoodie,24833.078785983813,5864.655989641935,49.2827,-123.1207
2025-07-12,Miami,United States,Data Analytics,Quantivo AI License,9517.328696140585,4445.895924621172,25.7617,-80.1918
2025-03-07,New York,United States,Data Analytics,Quantivo AI License,1674.3241556758753,732.7669513821677,40.7128,-74.006
2025-09-18,Dartmouth,Canada,Tech Support,24/7 Support,23807.09718849374,4768.335029907769,44.6662,-63.5682
2025-12-23,Vancouver,Canada,Apparel,ME-U Hoodie,18498.813148791334,8117.792154250729,49.2827,-123.1207
2025-01-09,Vancouver,Canada,Apparel,ME-U Hoodie,3006.8076783374217,792.9170502456864,49.2827,-123.1207
2025-07-25,Dartmouth,Canada,Tech Support,24/7 Support,6636.0641972993435,2797.861015454041,44.6662,-63.5682
2025-04-06,Halifax,Canada,Apparel,ME-U Hoodie,3557.4294804045144,948.6698533672367,44.6488,-63.5752
2025-02-22,Vancouver,Canada,Apparel,ME-U Hoodie,15880.991555485449,3487.5861943083864,49.2827,-123.1207
2025-12-10,Miami,United States,Data Analytics,BI Dashboard Pro,22405.658759461545,5610.591948563307,25.7617,-80.1918
2026-01-28,Vancouver,Canada,Data Analytics,BI Dashboard Pro,18897.045181855367,5048.985205057062,49.2827,-123.1207
2025-11-22,New York,United States,Data Analytics,Quantivo AI License,13932.785471200374,6203.060242960474,40.7128,-74.006
2025-05-13,Vancouver,Canada,Apparel,Streetwear Cap,24335.857932698407,8862.122371595042,49.2827,-123.1207
2025-01-20,Dartmouth,Canada,Data Analytics,Quantivo AI License,11250.539932081896,5313.52554419759,44.6662,-63.5682
2025-06-24,Vancouver,Canada,Data Analytics,Quantivo AI License,21890.263958442763,6765.983599887098,49.2827,-123.1207
2026-01-30,Dartmouth,Canada,Data Analytics,Server Rack,3682.1013115093288,997.1286087314359,44.6662,-63.5682
2025-01-06,Vancouver,Canada,Tech Support,24/7 Support,15662.54645140164,5973.182103946735,49.2827,-123.1207
2025-12-07,Dartmouth,Canada,Apparel,Streetwear Cap,13117.206661685537,5792.225509775425,44.6662,-63.5682
2025-02-09,New York,United States,Apparel,ME-U Hoodie,18380.15164678623,5063.9085777954415,40.7128,-74.006
2025-11-24,Halifax,Canada,Data Analytics,BI Dashboard Pro,6790.249219663092,2584.543496377286,44.6488,-63.5752
2025-08-15,Dartmouth,Canada,Tech Support,24/7 Support,3927.3947545745473,1019.2325953727208,44.6662,-63.5682
2025-09-24,Toronto,Canada,Apparel,ME-U Hoodie,12037.657663680713,3697.6716886945737,43.6532,-79.3832
2025-11-03,Dartmouth,Canada,Tech Support,Cloud Migration,14781.205317817947,4315.361351847102,44.6662,-63.5682
2025-04-11,New York,United States,Data Analytics,Quantivo AI License,22639.12753846179,9582.80489677352,40.7128,-74.006
2025-01-26,Halifax,Canada,Apparel,Streetwear Cap,16185.126011125323,5104.328307186063,44.6488,-63.5752
2025-05-02,Toronto,Canada,Tech Support,Cloud Migration,11414.230744740556,2891.4248923270056,43.6532,-79.3832
2025-10-05,New York,United States,Tech Support,24/7 Support,13295.375048099726,5542.998407640373,40.7128,-74.006
2025-07-26,Toronto,Canada,Apparel,Streetwear Cap,8084.808747878822,3758.1823423035066,43.6532,-79.3832
2025-01-28,Toronto,Canada,Data Analytics,BI Dashboard Pro,2109.2803786459126,982.5855768880234,43.6532,-79.3832
2025-11-11,Halifax,Canada,Tech Support,Cloud Migration,9159.519077926008,3738.5879733798647,44.6488,-63.5752
2026-01-09,Miami,United States,Data Analytics,BI Dashboard Pro,13520.869966843566,4168.8075995786385,25.7617,-80.1918
2025-08-25,Halifax,Canada,Tech Support,Cloud Migration,4716.260397263529,2055.607635085195,44.6488,-63.5752
2026-01-08,Halifax,Canada,Data Analytics,Quantivo AI License,14240.04346715836,3493.38256590424,44.6488,-63.5752
2025-08-28,Miami,United States,Apparel,ME-U Hoodie,5737.219670616869,2020.2796774701203,25.7617,-80.1918
2026-01-20,Miami,United States,Data Analytics,Quantivo AI License,9440.441216773203,2822.055768815613,25.7617,-80.1918
2025-12-23,Vancouver,Canada,Tech Support,24/7 Support,15121.53224591209,5511.447014211663,49.2827,-123.1207
2025-09-12,New York,United States,Apparel,Streetwear Cap,23972.197450707874,10690.183403593552,40.7128,-74.006
2025-05-14,Vancouver,Canada,Apparel,Streetwear Cap,24711.313071107656,5009.886736693574,49.2827,-123.1207
2025-05-12,Dartmouth,Canada,Tech Support,Cloud Migration,19741.665830058937,3975.6940821444296,44.6662,-63.5682
2025-02-26,Miami,United States,Apparel,ME-U Hoodie,17435.228027820303,4823.885723125718,25.7617,-80.1918
2025-05-26,Miami,United States,Tech Support,Cloud Migration,4063.545998059599,1919.0202119865605,25.7617,-80.1918
2025-08-10,Miami,United States,Data Analytics,BI Dashboard Pro,14684.362306606008,5855.78845030714,25.7617,-80.1918
2025-04-08,New York,United States,Data Analytics,Quantivo AI License,6978.792918354684,3152.7219684531487,40.7128,-74.006
2025-08-06,Toronto,Canada,Data Analytics,Quantivo AI License,14663.911561624436,3478.3436791734066,43.6532,-79.3832
2025-09-10,Miami,United States,Tech Support,Cloud Migration,14964.727061262794,6035.021622992836,25.7617,-80.1918
2025-10-15,Toronto,Canada,Tech Support,Cloud Migration,24096.3424006806,10088.81547254779,43.6532,-79.3832
2025-09-06,Vancouver,Canada,Data Analytics,BI Dashboard Pro,23255.94468424378,7951.097947532577,49.2827,-123.1207
2025-01-12,Toronto,Canada,Tech Support,Cloud Migration,19347.600146905115,6525.976863211985,43.6532,-79.3832
2025-03-22,Dartmouth,Canada,Tech Support,Cloud Migration,7631.056385614045,3042.3712396894875,44.6662,-63.5682
2025-09-14,Dartmouth,Canada,Data Analytics,BI Dashboard Pro,13555.46015088231,3548.4013829475743,44.6662,-63.5682
2025-07-28,Miami,United States,Tech Support,Cloud Migration,1932.500083746052,444.84376986860894,25.7617,-80.1918
2025-04-03,Vancouver,Canada,Data Analytics,BI Dashboard Pro,4148.018308288184,1228.449229294766,49.2827,-123.1207
2025-06-09,New York,United States,Apparel,ME-U Hoodie,21593.653542248263,8853.723698073643,40.7128,-74.006
2025-05-26,New York,United States,Tech Support,Cloud Migration,20019.761059230084,5872.124777732249,40.7128,-74.006
2026-01-29,Halifax,Canada,Tech Support,Cloud Migration,1292.1720348593285,361.3890930382003,44.6488,-63.5752
2025-02-10,Dartmouth,Canada,Tech Support,Cloud Migration,2689.6129396670476,993.825151643821,44.6662,-63.5682
